Episode 0 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 5 | Exploring: Selected action 2 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 0 randomly.
Episode 5 | Exploring: Selected action 1 randomly.
Episode 5 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 0 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 1 randomly.
Episode 6 | Exploring: Selected action 2 randomly.
Episode 6 | Exploring: Selected action 3 randomly.
